entry_date,exit_date,entry_px,exit_px,qty,direction,pnl_raw,tcost,pnl_tcost,duration,exit_type,ret,year
2023-08-29 17:00:00,2023-08-29 20:00:00,28011.87,27863.031,0.011907107512310982,1.0,-1.7722419750248535,1.0644935255147718,-2.8367355005396253,3,SIGNAL,-0.017009849153233964,2023
2023-09-18 10:00:00,2023-09-18 18:00:00,26897.527,26792.225,0.012189480345527652,1.0,-1.2835766593447488,1.0471202828164063,-2.330696942161155,8,SIGNAL,-0.014217337021355136,2023
2023-09-28 15:00:00,2023-10-03 13:00:00,26805.66,27475.879,0.012054922959011899,1.0,8.079438410666008,1.0469756331865598,7.032462777479448,118,SIGNAL,0.043525773109112105,2023
2023-10-15 21:00:00,2023-10-19 03:00:00,27221.326,28226.463,0.012353639696252517,1.0,12.417100343372152,1.0959712116157339,11.321129131756418,78,SIGNAL,0.06733107252747342,2023
2023-10-20 03:00:00,2023-10-26 17:00:00,29009.7,33767.168,0.012350961709399482,1.0,58.7593051016933,1.240567508646441,57.51873759304686,158,SIGNAL,0.3210667474120723,2023
2023-10-29 19:00:00,2023-10-31 04:00:00,34694.914,34227.766,0.013599671263121595,1.0,-6.353059231224642,1.4997212649173208,-7.852780496141963,33,SIGNAL,-0.0332858175120419,2023
2023-11-01 21:00:00,2023-11-02 16:00:00,35403.97,34682.426,0.012873119063929815,1.0,-9.288521821864196,1.4435688327515752,-10.73209065461577,19,SIGNAL,-0.04709540956000141,2023
2023-11-07 21:00:00,2023-11-13 04:00:00,35703.676,36938.355,0.012158772928011414,1.0,15.01218159998425,1.4131807359337056,13.599000864050545,127,SIGNAL,0.06265191015065248,2023
2023-11-20 00:00:00,2023-11-21 15:00:00,37389.203,36655.145,0.012302281791704143,1.0,-9.030588367454817,1.4574630946864082,-10.488051462141225,39,SIGNAL,-0.04560294889409676,2023
2023-12-01 17:00:00,2023-12-07 23:00:00,38820.19,43173.53,0.0112989760607935,1.0,49.188284444494734,1.4823121270646484,47.70597231743008,150,SIGNAL,0.2175234097514719,2023
2024-01-01 20:00:00,2024-01-03 12:00:00,43522.13,43698.76,0.012231722979035835,1.0,2.1604892297871565,1.7069788231439311,0.4535104066432254,40,SIGNAL,0.0017038033754324363,2024
2024-01-08 12:00:00,2024-01-10 09:00:00,44855.965,45449.56,0.01187595239064463,1.0,7.049505959324713,1.7159425848194694,5.3335633745052435,45,SIGNAL,0.020024367327734504,2024
2024-01-11 15:00:00,2024-01-11 17:00:00,48694.965,46068.28,0.011147329171382173,1.0,-29.280522324531958,1.6901713365813373,-30.970693661113295,2,SIGNAL,-0.11411061459844966,2024
2024-01-26 19:00:00,2024-01-26 21:00:00,42125.535,42009.906,0.01141534265432373,1.0,-1.319944655776808,1.5366958214202204,-2.856640477197028,2,SIGNAL,-0.011880950857953532,2024
2024-01-29 17:00:00,2024-01-31 10:00:00,43228.586,42694.555,0.01099189632451344,1.0,-5.870013386076266,1.5111332123976802,-7.381146598473946,41,SIGNAL,-0.031067776568033136,2024
2024-02-07 21:00:00,2024-02-13 17:00:00,44136.098,48499.203,0.010420646141146208,1.0,45.46637328166576,1.5445115070393078,43.92186177462646,140,SIGNAL,0.19099506795548643,2024
2024-02-26 16:00:00,2024-03-02 16:00:00,52851.375,61825.297,0.010332454916946466,1.0,92.72264449319405,1.8958264695447316,90.82681802364932,120,SIGNAL,0.3326475167315892,2024
2024-03-04 03:00:00,2024-03-05 19:00:00,63725.426,64032.168,0.011390651137514769,1.0,3.4939911112235364,2.3283874934756,1.1656036177479363,40,SIGNAL,0.0032115862073640224,2024
2024-03-11 08:00:00,2024-03-14 14:00:00,71027.555,71880.0,0.010241819491758628,1.0,8.730587816652255,2.341813411709709,6.388774404942547,78,SIGNAL,0.017564814444197243,2024
2024-03-25 15:00:00,2024-03-27 16:00:00,69378.05,68851.484,0.010650265994012517,1.0,-5.60806796340326,2.3554900885254355,-7.963558051928695,49,SIGNAL,-0.021555326343130315,2024
2024-04-08 09:00:00,2024-04-09 14:00:00,71988.43,69984.84,0.01003034842732212,1.0,-20.096705805498292,2.278466184746046,-22.375171990244336,29,SIGNAL,-0.06197515995278677,2024
2024-05-15 15:00:00,2024-05-19 19:00:00,64531.914,66592.71,0.010489226923075834,1.0,21.616156886167083,2.200633498142393,19.41552338802469,100,SIGNAL,0.05736685887234057,2024
2024-05-20 17:00:00,2024-05-22 23:00:00,68214.055,69128.48,0.010467746318692935,1.0,9.571968927470817,2.3002669042339288,7.271702023236887,54,SIGNAL,0.020367560438974135,2024
2024-05-27 16:00:00,2024-05-28 02:00:00,70342.96,68602.266,0.010345127340405892,1.0,-18.007701090680527,2.299849690098361,-20.307550780778886,10,SIGNAL,-0.05581244694849357,2024
2024-06-03 07:00:00,2024-06-07 17:00:00,69017.7,70833.93,0.009953217271536304,1.0,18.07733180508234,2.2271578546696076,15.850173950412735,106,SIGNAL,0.046146637514724365,2024
2024-07-19 18:00:00,2024-07-22 15:00:00,66778.41,66727.516,0.010734382584437758,1.0,-0.5463156672523777,2.292965899157818,-2.839281566410196,69,SIGNAL,-0.007921826278882658,2024
2024-08-23 18:00:00,2024-08-26 13:00:00,63024.53,63664.684,0.01126536053198601,1.0,7.211565605992997,2.283519473958287,4.92804613203471,67,SIGNAL,0.013881936369854795,2024
2024-09-13 16:00:00,2024-09-15 23:00:00,59686.277,59489.445,0.012041219489800675,1.0,-2.3700973146164723,2.2960336423319476,-4.66613095694842,55,SIGNAL,-0.012985000059561502,2024
2024-09-23 04:00:00,2024-09-24 01:00:00,64363.906,62935.547,0.01100761814342558,1.0,-15.722830443725263,2.2420220295855233,-17.964852473310785,21,SIGNAL,-0.05071283662616759,2024
2024-09-24 23:00:00,2024-09-25 16:00:00,64622.82,63546.727,0.01040320670046895,1.0,-11.194817907927742,2.133398864234352,-13.328216772162095,17,SIGNAL,-0.03965052206635368,2024
2024-09-26 16:00:00,2024-09-30 00:00:00,65249.832,65626.51,0.009890634205350659,1.0,3.7255843112030025,2.071120039770194,1.6544642714328084,80,SIGNAL,0.005127242405773323,2024
2024-10-07 01:00:00,2024-10-07 23:00:00,63681.74,62472.543,0.010165738134930075,1.0,-12.292380055543042,2.051922248924577,-14.344302304467618,22,SIGNAL,-0.04431549303772164,2024
2024-10-14 15:00:00,2024-10-17 20:00:00,65892.48,66807.03,0.009385355255671855,1.0,8.583376649074722,1.9926912697657277,6.590685379308995,77,SIGNAL,0.02131444389405295,2024
2024-10-28 20:00:00,2024-10-31 14:00:00,69608.22,71273.516,0.009057522441037386,1.0,15.083455890969812,2.0416631765636875,13.041792714406125,66,SIGNAL,0.041371126065283724,2024
2024-11-06 01:00:00,2024-11-14 16:00:00,71133.984,88018.99,0.009215274346728046,1.0,155.59996263614923,2.3466213096122814,153.25334132653697,207,SIGNAL,0.4675785132912002,2024
2024-11-19 19:00:00,2024-11-23 20:00:00,93725.79,97572.055,0.010224384694650365,1.0,39.32569299756938,3.1294444136601567,36.19624858390922,97,SIGNAL,0.07554352858482172,2024
2024-12-04 21:00:00,2024-12-05 23:00:00,98911.23,96747.33,0.010396265739203296,1.0,-22.49647943306195,3.254589414255764,-25.751068847317715,26,SIGNAL,-0.05008437759797334,2024
2024-12-16 01:00:00,2024-12-18 04:00:00,105387.15,104780.85,0.009262706442091753,1.0,-5.615978915840122,3.114759180034463,-8.730738095874585,51,SIGNAL,-0.017887736787644194,2024
2025-01-06 15:00:00,2025-01-07 16:00:00,100729.56,97943.21,0.009505920022389657,1.0,-26.48682025438534,3.0217079395945845,-29.508528193979924,25,SIGNAL,-0.061634865316596066,2025
2025-04-21 01:00:00,2025-04-27 06:00:00,86621.945,93947.28,0.010366107797887153,1.0,75.9352122656356,2.994880082129504,72.94033218350609,149,SIGNAL,0.1624628548804807,2025
2025-05-01 11:00:00,2025-05-03 11:00:00,96202.2,95958.31,0.01081436504848817,1.0,-2.6375154916757735,3.324950244869858,-5.9624657365456315,48,SIGNAL,-0.011462249636702683,2025
2025-05-07 01:00:00,2025-05-12 15:00:00,97447.305,102813.336,0.010540926962228601,1.0,56.56294084805453,3.377492464304132,53.1854483837504,134,SIGNAL,0.10355574172933778,2025
2025-05-18 15:00:00,2025-05-19 04:00:00,105271.05,103660.7,0.01073528178025047,1.0,-17.287561014826405,3.588705934545354,-20.876266949371757,13,SIGNAL,-0.03694540521824387,2025
2025-06-09 12:00:00,2025-06-11 22:00:00,107786.875,108522.14,0.010095239386250794,1.0,7.422676187331684,3.4939060605265824,3.928770126805102,58,SIGNAL,0.007221112514858593,2025
2025-06-16 06:00:00,2025-06-17 11:00:00,106613.71,105970.94,0.010265538833600768,1.0,-6.598380396073607,3.4916735680038844,-10.090053964077491,29,SIGNAL,-0.018438631204185728,2025
2025-06-29 11:00:00,2025-06-30 15:00:00,108144.86,106851.11,0.009927462727607493,1.0,-12.843654903842195,3.4149831660173104,-16.258638069859504,28,SIGNAL,-0.030287959168840754,2025
2025-07-09 20:00:00,2025-07-15 02:00:00,111706.33,118465.19,0.009314099074609939,1.0,62.95269167141814,3.4301445462937012,59.52254712512443,126,SIGNAL,0.11441760852764565,2025
2025-08-11 03:00:00,2025-08-12 10:00:00,121832.836,118403.63,0.009490166811215119,1.0,-32.543736970019665,3.647814618362895,-36.19155158838256,31,SIGNAL,-0.06260355534365121,2025
2025-08-22 15:00:00,2025-08-23 12:00:00,115856.71,115224.484,0.00934902899600197,1.0,-5.9106992060264325,3.456615653018811,-9.367314859045244,21,SIGNAL,-0.017296467514052657,2025
2025-09-10 14:00:00,2025-09-14 14:00:00,113972.19,115402.63,0.00933542170920099,1.0,13.353760629709486,3.426097078675311,9.927663551034176,96,SIGNAL,0.018661399557207813,2025
2025-09-29 15:00:00,2025-09-30 10:00:00,114109.82,112837.305,0.009475537610866103,1.0,-12.057763742891412,3.44071362978469,-15.498477372676101,19,SIGNAL,-0.028667653669070967,2025
2025-10-26 13:00:00,2025-10-28 20:00:00,113618.65,113737.805,0.009239877982486162,1.0,1.1009776610031279,3.3611934443689693,-2.2602157833658416,55,SIGNAL,-0.00430590097664426,2025
