open,entry_date,qty,direction,entry_px,tp_px,sl_px,duration,exit_date,exit_px,pnl_raw,tcost,pnl_tcost
0,2024-01-01 15:00:00,0.0039601836842513925,1.0,43522.13,87044.26,36993.8105,40,2024-01-03 07:00:00,43698.76,0.6994872441493419,0.5526571928062167,0.1468300513431252
0,2024-01-08 07:00:00,0.0038456972039551725,1.0,44855.965,89711.93,38127.57025,45,2024-01-10 04:00:00,45449.56,2.282786631781775,0.5556603279907263,1.727126303791049
0,2024-01-11 10:00:00,0.0035779794786792046,1.0,48694.965,97389.93,41390.72025,2,2024-01-11 12:00:00,46068.28,-9.398225026954478,0.5424975135088795,-9.940722540463357
0,2024-01-26 14:00:00,0.0038999828238273707,1.0,42125.535,84251.07,35806.704750000004,2,2024-01-26 16:00:00,42009.906,-0.45095111393633824,0.5250028396402259,-0.9759539535765641
0,2024-01-29 12:00:00,0.0037778915320284163,1.0,43228.586,86457.172,36744.2981,41,2024-01-31 05:00:00,42694.555,-2.0175111927406775,0.5193732908626939,-2.5368844836033713
0,2024-02-07 16:00:00,0.0036427330868115887,1.0,44136.098,88272.196,37515.6833,140,2024-02-13 12:00:00,48499.203,15.89362694473309,0.5399130815351211,15.353713863197969
0,2024-02-26 11:00:00,0.0033325478924731227,1.0,52851.375,105702.75,44923.66875,120,2024-03-02 11:00:00,61825.297,29.906024848318186,0.6114648025430904,29.294560045775096
0,2024-03-03 22:00:00,0.0032235845456149927,1.0,63725.426,127450.852,54166.6121,40,2024-03-05 14:00:00,64032.168,0.9888087706910288,0.6589398489653675,0.3298689217256613
0,2024-03-11 04:00:00,0.0028968217663983714,1.0,71027.555,142055.11,60373.421749999994,78,2024-03-14 10:00:00,71880.0,2.46938123065748,0.6623643454508359,1.8070168852066442
0,2024-03-25 11:00:00,0.00299174139692978,1.0,69378.05,138756.1,58971.3425,49,2024-03-27 12:00:00,68851.484,-1.5753493004157448,0.66167523063378,-2.2370245310495247
0,2024-04-08 05:00:00,0.0028521827700953425,1.0,71988.43,143976.86,61190.165499999996,29,2024-04-09 10:00:00,69984.84,-5.714604876335318,0.6478939432129504,-6.362498819548268
0,2024-05-15 11:00:00,0.0030831513981232047,1.0,64531.914,129063.828,54852.126899999996,100,2024-05-19 15:00:00,66592.71,6.353746068646736,0.6468433085023674,5.706902760144369
0,2024-05-20 13:00:00,0.0030003869969731423,1.0,68214.055,136428.11,57981.946749999996,54,2024-05-22 19:00:00,69128.48,2.7436288797071744,0.6593292098325259,2.0842996698746488
0,2024-05-27 12:00:00,0.0029392118742612686,1.0,70342.96,140685.92,59791.516,10,2024-05-27 22:00:00,68602.266,-5.116268474255354,0.6534231330097849,-5.7696916072651385
0,2024-06-03 03:00:00,0.002912052584995158,1.0,69017.7,138035.4,58665.045,106,2024-06-07 13:00:00,70833.93,5.288957266445744,0.6516084810516583,4.637348785394085
0,2024-07-19 14:00:00,0.0030791466954785884,1.0,66778.41,133556.82,56761.6485,69,2024-07-22 11:00:00,66727.516,-0.156710091919688,0.6577349293915344,-0.8144450213112224
0,2024-08-23 14:00:00,0.0032496247962420857,1.0,63024.53,126049.06,53570.8505,67,2024-08-26 09:00:00,63664.684,2.0802603118135634,0.6587078579693121,1.4215524538442512
0,2024-09-13 12:00:00,0.0034551933589918415,1.0,59686.277,119372.554,50733.33545,55,2024-09-15 19:00:00,59489.445,-0.6800926192370896,0.6588402611319327,-1.3389328803690224
0,2024-09-23 00:00:00,0.003183285598499545,1.0,64363.906,128727.812,54709.320100000004,21,2024-09-23 21:00:00,62935.547,-4.546874634187224,0.6483688246908316,-5.195243458878056
0,2024-09-24 19:00:00,0.0030901383067792514,1.0,64622.82,129245.64,54929.397,17,2024-09-25 12:00:00,63546.727,-3.325276200957007,0.6336986031155899,-3.958974804072597
0,2024-09-26 12:00:00,0.0029997698196376626,1.0,65249.832,130499.664,55462.3572,80,2024-09-29 20:00:00,65626.51,1.1299472961214534,0.6281582413378833,0.50178905478357
0,2024-10-06 21:00:00,0.0030815154520716834,1.0,63681.74,127363.48,54129.479,22,2024-10-07 19:00:00,62472.543,-3.7261592400987236,0.6219941958552386,-4.348153435953963
0,2024-10-14 11:00:00,0.0029121397827014174,1.0,65892.48,131784.96,56008.60799999999,77,2024-10-17 16:00:00,66807.03,2.6632974382695895,0.6183032355455754,2.044994202724014
0,2024-10-28 16:00:00,0.0027860661656278745,1.0,69608.22,139216.44,59166.987,66,2024-10-31 10:00:00,71273.516,4.639624841355443,0.6280093408392295,4.011615500516213
0,2024-11-05 20:00:00,0.0027827025981294372,1.0,71133.984,142267.968,60463.886399999996,207,2024-11-14 11:00:00,88018.99,46.98595006563116,0.7086006307997228,46.277349434831436
0,2024-11-19 14:00:00,0.0026057083277391344,1.0,93725.79,187451.58,79666.9215,97,2024-11-23 15:00:00,97572.055,10.02224474119156,0.7975462204720801,9.22469852071948
0,2024-12-04 16:00:00,0.002562365972475004,1.0,98911.23,197822.46,84074.5455,26,2024-12-05 18:00:00,96747.33,-5.544703727838646,0.8021581381879344,-6.346861866026581
0,2024-12-15 20:00:00,0.0023446872619823397,1.0,105387.15,210774.3,89579.0775,51,2024-12-17 23:00:00,104780.85,-1.4215838869398654,0.7884451719620871,-2.2100290589019522
0,2025-01-06 10:00:00,0.0024311620056984293,1.0,100729.56,201459.12,85620.12599999999,25,2025-01-07 11:00:00,97943.21,-6.774068254577798,0.7728091039853805,-7.5468773585631785
0,2025-04-20 21:00:00,0.0027399869832541524,1.0,86621.945,173243.89,73628.65325,149,2025-04-27 02:00:00,93947.28,20.071322547976035,0.7916117217220645,19.27971082625397
0,2025-05-01 07:00:00,0.0026675347610596338,1.0,96202.2,192404.4,81771.87,48,2025-05-03 07:00:00,95958.31,-0.6505850528748325,0.8201517442047158,-1.4707367970795482
0,2025-05-06 21:00:00,0.0026183584635134996,1.0,97447.305,194894.61,82830.20924999999,134,2025-05-12 11:00:00,102813.336,14.050192684325815,0.8389666308335817,13.211226053492233
0,2025-05-18 11:00:00,0.002549259286829793,1.0,105271.05,210542.1,89480.3925,13,2025-05-19 00:00:00,103660.7,-4.105199692546372,0.8521939264017611,-4.957393618948133
0,2025-06-09 08:00:00,0.0024437651451336283,1.0,107786.875,215573.75,91618.84375,58,2025-06-11 18:00:00,108522.14,1.7968149794366757,0.8457734902962996,0.9510414891403761
0,2025-06-16 02:00:00,0.002479576498341685,1.0,106613.71,213227.42,90621.6535,29,2025-06-17 07:00:00,105970.94,-1.593797385839095,0.8433918432771085,-2.4371892291162034
0,2025-06-29 07:00:00,0.0024219335111063042,1.0,108144.86,216289.72,91923.131,28,2025-06-30 11:00:00,106851.11,-3.133376479993781,0.833129511193289,-3.96650599118707
0,2025-07-09 16:00:00,0.00230920803231753,1.0,111706.33,223412.66,94950.3805,126,2025-07-14 22:00:00,118465.19,15.607613801309661,0.850422276471576,14.757191524838085
0,2025-08-10 23:00:00,0.002238397750353205,1.0,121832.836,243665.672,103557.91059999999,31,2025-08-12 06:00:00,118403.63,-7.675926995897693,0.8603916240755269,-8.536318619973219
0,2025-08-22 11:00:00,0.00228017891584853,1.0,115856.71,231713.42,98478.2035,21,2025-08-23 08:00:00,115224.484,-1.441588395251275,0.8430503462526464,-2.2846387415039215
0,2025-09-10 10:00:00,0.002297835890141917,1.0,113972.19,227944.38,96876.3615,96,2025-09-14 10:00:00,115402.63,3.286916370694609,0.8433051099053471,2.443611260789262
0,2025-09-29 11:00:00,0.002316478984200157,1.0,114109.82,228219.64,96993.34700000001,19,2025-09-30 06:00:00,112837.305,-2.947754254579495,0.8411491929394337,-3.788903447518929
0,2025-10-26 09:00:00,0.0022931455044866655,1.0,113618.65,227237.3,96575.8525,55,2025-10-28 16:00:00,113737.805,0.273239752587106,0.8341782923188398,-0.5609385397317338
